"","Pick","Team","Player","Years","GamesPlayed","FGPercent","ThreePointPercent","FreeThrowPercent","MPG","PTS","TRB","AST","WS","WS/48","BPM","VORP","NBAID","STL","BLK","TOV","MaxGames","AvailabilityScore","Position","PerformanceScore","DraftBin","ExpectedScore","Count","FinalScore"
"686",32,"WAS","Tomas Satoransky",6,388,0.468,0.354,0.82,22.2,6.9,2.9,4.1,17.9,0.1,"-0.9",2.4,203107,0.796,0.155,1.322,492,0.788617886178862,"G",3.43614256737068,"31-60",2.19624475321621,11,1.23989781415448
"687",33,"CLE","Bernard James",3,92,0.497,0,0.68,8.3,2.2,2.3,0.1,1.9,0.117,"-1.8",0,203108,0.185,0.663,0.37,246,0.373983739837398,"C",0.678066021303561,"31-60",1.91168645371807,12,-1.2336204324145
"688",34,"CLE","Jae Crowder",13,812,0.418,0.347,0.777,24.8,9.3,4.2,1.6,43,0.102,"0.1",10.9,203109,0.972,0.331,0.83,1066,0.76172607879925,"F",3.27675465673599,"31-60",2.17911092621254,12,1.09764373052345
"689",35,"GSW","Draymond Green",13,881,0.449,0.32,0.71,28.7,8.7,6.9,5.6,64.6,0.123,"2.3",27.6,203110,1.359,1.023,2.359,1066,0.826454033771107,"F",4.54326841968657,"31-60",2.27861211179468,12,2.26465630789188
"690",36,"SAC","Orlando Johnson",3,103,0.358,0.311,0.727,10.8,3.2,1.7,0.7,1.4,0.059,"-2.4",-0.1,203111,0.194,0.136,0.466,246,0.41869918699187,"G",1.36923342954988,"31-60",1.85651999136716,11,-0.487286561817281
"691",37,"TOR","Quincy Acy",7,337,0.444,0.35,0.759,16,4.9,3.5,0.6,8.7,0.078,"-2",-0.1,203112,0.415,0.401,0.65,574,0.587108013937282,"F",1.69648585982706,"31-60",2.12535211082682,11,-0.428866250999764
"692",38,"DEN","Quincy Miller",3,69,0.35,0.292,0.706,13.5,4.3,2.4,0.5,-0.1,-0.003,"-3.9",-0.5,203113,0.435,0.536,0.783,246,0.280487804878049,"F",1.44843744809317,"31-60",2.46860903017935,15,-1.02017158208618
"693",39,"DET","Khris Middleton",13,776,0.46,0.387,0.878,30.7,16.6,4.8,4,57.9,0.117,"0.8",16.6,203114,1.175,0.2,2.107,1066,0.727954971857411,"F",6.00237091788286,"31-60",2.5674822870241,11,3.43488863085876
"694",40,"POR","Will Barton",11,679,0.43,0.355,0.787,25.2,11.2,4.1,2.7,26.5,0.074,"-0.4",6.9,203115,0.742,0.401,1.396,902,0.752771618625277,"G",4.55476971522638,"31-60",3.2073762089899,12,1.34739350623648
"695",43,"ATL","Mike Scott",9,555,0.453,0.362,0.757,16.5,6.7,3.1,0.9,16.8,0.088,"-1.7",0.6,203118,0.33,0.133,0.643,738,0.752032520325203,"F",2.25666543486588,"31-60",2.84208748490106,13,-0.585422050035186
"696",45,"PHI","Justin Hamilton",3,113,0.464,0.309,0.798,17.4,6.1,3.6,0.8,3.7,0.091,"-0.9",0.5,203120,0.54,0.646,0.646,246,0.459349593495935,"C",1.68692833107544,"31-60",2.582195029983,9,-0.895266698907565
"697",46,"NOH","Darius Miller",6,271,0.419,0.383,0.84,19.8,5.9,1.6,1.4,6.5,0.059,"-2.3",-0.4,203121,0.454,0.244,0.631,492,0.550813008130081,"F",2.17897679464895,"31-60",3.07973834266132,7,-0.900761548012365
"698",49,"ORL","Kyle O'Quinn",8,472,0.517,0.218,0.74,14.2,5.4,4.6,1.4,17.8,0.128,"0.9",5,203124,0.4,0.96,0.97,656,0.719512195121951,"C",1.87627857611783,"31-60",1.78761050215189,8,0.0886680739659438
"699",60,"LAL","Robert Sacre",4,189,0.436,0,0.671,14.5,4.2,3.1,0.7,2.4,0.042,"-4",-1.4,203135,0.296,0.582,0.54,328,0.576219512195122,"C",1.28239644774393,"31-60",3.95838178244901,2,-2.67598533470509
"700",1,"CLE","Anthony Bennett",4,151,0.392,0.261,0.67,12.6,4.4,3.1,0.5,0.5,0.013,"-4.8",-1.3,203461,0.384,0.179,0.656,328,0.460365853658537,"F",1.46910256586888,"1-15",5.40227744981826,21,-3.93317488394938
"701",2,"ORL","Victor Oladipo",10,504,0.436,0.347,0.788,32.2,16.9,4.5,3.9,25.6,0.076,"0.7",11,203506,1.597,0.456,2.512,820,0.614634146341463,"G",6.56062919157712,"1-15",4.31202007317063,20,2.24860911840649
"702",3,"WAS","Otto Porter Jr.",11,527,0.477,0.397,0.797,25.4,10.3,4.9,1.5,36.7,0.132,"1.7",12.5,203490,1.112,0.419,0.757,902,0.584257206208426,"F",3.56549314203513,"1-15",5.18058806678938,21,-1.61509492475425
"703",4,"CHA","Cody Zeller",11,552,0.52,0.22,0.727,20.9,7.9,5.7,1.3,33.5,0.14,"-0.7",3.9,203469,0.601,0.598,1,902,0.611973392461197,"F",2.83932004977592,"1-15",4.84432781908783,21,-2.00500776931191
"704",5,"PHO","Alex Len",12,690,0.51,0.322,0.678,17,6.7,5.3,0.9,23.9,0.097,"-1.9",0.3,203458,0.359,0.891,1.07,984,0.701219512195122,"C",1.95196765232593,"1-15",4.12639751013355,21,-2.17442985780763
"705",6,"NOH","Nerlens Noel",9,467,0.546,0.2,0.655,22,7.1,6.1,1.1,28.3,0.132,"0.9",7.4,203457,1.259,1.463,1.27,738,0.632791327913279,"C",2.1978749199907,"1-15",3.75387095989043,21,-1.55599603989973
"706",7,"SAC","Ben McLemore",9,556,0.414,0.363,0.78,22.5,9,2.3,1,9,0.035,"-3.1",-3.4,203463,0.635,0.191,1.094,738,0.753387533875339,"G",3.24484906208813,"1-15",4.39397812840409,21,-1.08120742089195
"707",8,"DET","Kentavious Caldwell-Pope",12,912,0.428,0.367,0.822,29.6,11.2,3,1.8,48.5,0.086,"-0.9",7.4,203484,1.173,0.295,1.03,984,0.926829268292683,"G",4.25496179493439,"1-15",3.46277602238357,20,0.792185772550821
"708",9,"MIN","Trey Burke",9,498,0.41,0.345,0.81,20.9,9.6,1.8,3.1,12.9,0.06,"-1.3",1.7,203504,0.55,0.104,1.114,738,0.67479674796748,"G",3.85830887776751,"1-15",4.12142597603224,20,-0.263117098264728
"709",10,"POR","CJ McCollum",12,787,0.453,0.397,0.799,32.1,19.6,3.6,3.8,52,0.099,"1.2",20.5,203468,0.909,0.419,1.841,984,0.79979674796748,"G",7.25689801739251,"1-15",3.85756897884724,21,3.39932903854527
"710",11,"PHI","Michael Carter-Williams",9,395,0.402,0.256,0.705,25.2,10.2,4.3,4.3,6.6,0.032,"-1.2",1.8,203487,1.261,0.544,2.319,738,0.535230352303523,"G",4.61262769828355,"1-15",2.79711748836319,20,1.81551020992036
"711",12,"OKC","Steven Adams",11,764,0.586,0.059,0.533,25.8,8.8,8,1.5,61.6,0.15,"0.5",12.5,203500,0.856,0.932,1.437,902,0.847006651884701,"C",2.74103477707727,"1-15",2.48895296394094,19,0.252081813136327
"712",13,"DAL","Kelly Olynyk",12,800,0.486,0.371,0.796,22.5,10.2,5.2,2.5,46.2,0.123,"0.9",12.9,203482,0.794,0.462,1.614,984,0.813008130081301,"F",3.79859390784222,"1-15",3.716678058383,21,0.0819158494592216
"713",14,"UTA","Shabazz Muhammad",5,278,0.473,0.319,0.751,17.2,9,2.8,0.5,8.5,0.085,"-2",0,203498,0.291,0.086,0.658,410,0.678048780487805,"G",3.19956433464432,"1-15",3.25489603167226,21,-0.0553316970279463
"714",15,"MIL","Giannis Antetokounmpo",12,859,0.551,0.284,0.693,32.9,23.9,9.9,5,120.8,0.205,"6.7",62.4,203507,1.133,1.256,3.064,984,0.872967479674797,"F",8.59081060656712,"1-15",3.12037900468881,20,5.47043160187831
"715",16,"BOS","Lucas Nogueira",4,141,0.632,0.265,0.64,12.4,3.2,2.8,0.5,6,0.165,"2.3",1.9,203512,0.631,1.021,0.532,328,0.429878048780488,"C",1.07091441879971,"16-30",3.05187191900081,18,-1.9809575002011
"716",17,"ATL","Dennis Schroder",12,842,0.432,0.342,0.836,27.3,13.9,2.9,4.9,32.7,0.068,"-1.5",3,203471,0.842,0.148,2.28,984,0.855691056910569,"G",5.64036574015366,"16-30",2.90041503188993,21,2.73995070826372
"717",18,"ATL","Shane Larkin",4,256,0.422,0.336,0.777,19.1,5.5,1.9,2.9,4.4,0.044,"-2.4",-0.6,203499,0.949,0.094,1.176,328,0.780487804878049,"G",2.60805112043817,"16-30",2.94249623314111,19,-0.334445112702935
"718",19,"CLE","Sergey Karasev",3,95,0.395,0.282,0.842,11.7,3,1.5,0.9,0.8,0.036,"-3.4",-0.4,203508,0.337,0.042,0.6,246,0.386178861788618,"G",1.32138471933283,"16-30",2.72321618088366,19,-1.40183146155083
"719",20,"CHI","Tony Snell",9,601,0.431,0.394,0.846,21.8,6.1,2.3,1.1,18.5,0.068,"-2",-0.1,203503,0.443,0.23,0.547,738,0.814363143631436,"G",2.44878758148247,"16-30",2.66942577373078,19,-0.220638192248308
"720",21,"UTA","Gorgui Dieng",10,628,0.496,0.355,0.791,20.1,7.3,5.6,1.3,30.7,0.117,"0.2",7.1,203476,0.745,0.874,1.094,820,0.765853658536585,"C",2.23240317902905,"16-30",3.55641440446149,15,-1.32401122543245
"721",22,"BRK","Mason Plumlee",12,860,0.595,0.039,0.577,21.9,8,6.7,2.4,57.8,0.148,"1.2",15.1,203486,0.695,0.817,1.398,984,0.873983739837398,"C",2.81431974860956,"16-30",2.46886810084039,17,0.345451647769172
"722",23,"IND","Solomon Hill",9,448,0.388,0.331,0.797,21.5,5.5,3.1,1.5,11.9,0.059,"-2.1",-0.3,203524,0.685,0.221,0.842,738,0.607046070460705,"F",2.12396177340591,"16-30",2.8526232644035,19,-0.728661490997594
"723",24,"NYK","Tim Hardaway Jr.",12,813,0.417,0.361,0.815,27.4,13.7,2.9,1.8,33.8,0.073,"-1.2",4.5,203501,0.619,0.134,0.988,984,0.826219512195122,"G",4.94414498039193,"16-30",3.01275508091882,20,1.93138989947311
"724",25,"LAC","Reggie Bullock",11,556,0.424,0.385,0.827,22.6,7.3,2.6,1.2,21.4,0.082,"-1.2",2.6,203493,0.572,0.146,0.541,902,0.616407982261641,"F",2.53088061466792,"16-30",2.46676606636341,20,0.0641145483045169
"725",26,"MIN","Andre Roberson",7,307,0.473,0.253,0.468,22.2,4.5,4,0.9,12.6,0.089,"-0.6",2.3,203460,0.873,0.648,0.603,574,0.534843205574913,"G",2.18498614209162,"16-30",2.63290018518975,17,-0.447914043098122
"726",27,"DEN","Rudy Gobert",12,829,0.656,0,0.641,30.7,12.6,11.7,1.4,116.1,0.219,"3.3",34,203497,0.704,2.105,1.649,984,0.842479674796748,"C",3.78071583006395,"16-30",2.75816560979671,18,1.02255022026724
"727",29,"OKC","Archie Goodwin",4,165,0.429,0.236,0.7,14.5,6.3,2,1.2,1.1,0.022,"-3",-0.6,203462,0.418,0.23,1.248,328,0.503048780487805,"G",2.40322997255932,"16-30",1.86228316485971,16,0.540946807699609
"728",31,"CLE","Allen Crabbe",7,381,0.425,0.387,0.831,24,9.1,2.8,1.1,13.7,0.072,"-1.6",0.9,203459,0.585,0.273,0.748,574,0.663763066202091,"G",3.40773340935603,"31-60",2.89122383043389,15,0.516509578922144
"729",32,"OKC","Alex Abrines",3,174,0.387,0.368,0.88,16,5.3,1.4,0.5,5,0.086,"-1.9",0.1,203518,0.529,0.126,0.414,246,0.707317073170732,"G",1.95246884220156,"31-60",2.19624475321621,11,-0.243775911014646
"730",34,"HOU","Isaiah Canaan",6,235,0.371,0.351,0.836,20.4,8.1,1.9,1.9,4.3,0.043,"-2.4",-0.5,203477,0.617,0.098,1.102,492,0.477642276422764,"G",3.12843676930034,"31-60",2.17911092621254,12,0.949325843087803
"731",36,"SAC","Ray McCallum",3,154,0.408,0.335,0.711,18.2,6,2,2.4,2.1,0.035,"-2.6",-0.4,203492,0.513,0.175,0.961,246,0.626016260162602,"G",2.64456385577944,"31-60",1.85651999136716,11,0.78804386441228
"732",38,"WAS","Nate Wolters",3,84,0.423,0.261,0.635,18.8,5.5,2.2,2.5,0.9,0.028,"-2.6",-0.2,203489,0.512,0.202,0.833,246,0.341463414634146,"G",2.55331624391051,"31-60",2.46860903017935,15,0.0847072137311611
"733",39,"POR","Jeff Withey",5,207,0.525,0.143,0.716,10,3.2,2.5,0.3,6.8,0.157,"0.5",1.3,203481,0.271,0.754,0.367,410,0.504878048780488,"C",0.957479029177707,"31-60",2.5674822870241,11,-1.61000325784639
"734",44,"DAL","Mike Muscala",11,548,0.451,0.373,0.83,15,5.9,3.1,0.8,19.2,0.112,"-0.2",3.7,203488,0.318,0.453,0.551,902,0.607538802660754,"F",2.05569864088591,"31-60",1.97812928852759,8,0.0775693523583216
"735",47,"ATL","Raul Neto",8,435,0.458,0.361,0.812,15.6,5.7,1.5,2.1,11.6,0.082,"-1.5",0.8,203526,0.641,0.078,0.915,656,0.663109756097561,"G",2.42464344504946,"31-60",2.51722662741152,9,-0.0925831823620547
"736",48,"LAL","Ryan Kelly",4,163,0.378,0.316,0.797,19.2,6,3.1,1.3,3,0.046,"-2.6",-0.5,203527,0.485,0.515,0.65,328,0.496951219512195,"F",2.25712015594268,"31-60",2.71634037853189,6,-0.459220222589206
"737",50,"ATL","James Ennis III",8,395,0.457,0.36,0.797,20.3,6.7,3.3,0.9,16.2,0.097,"-1.5",0.9,203516,0.618,0.286,0.767,656,0.602134146341463,"F",2.26721135142312,"31-60",1.66187974544003,7,0.60533160598309
"738",52,"MIN","Lorenzo Brown",5,103,0.364,0.17,0.707,11.5,2.8,1.5,1.8,-0.2,-0.007,"-3.5",-0.5,203485,0.592,0.146,0.718,410,0.251219512195122,"G",1.48810956797393,"31-60",1.51513256263103,6,-0.0270229946571059
"739",55,"MEM","Joffrey Lauvergne",4,208,0.479,0.285,0.719,13.6,5.6,3.8,0.9,5.2,0.089,"-2.1",-0.1,203530,0.264,0.163,0.793,328,0.634146341463415,"C",1.59261021135195,"31-60",2.05344127678194,6,-0.460831065429987
"740",1,"CLE","Andrew Wiggins",11,766,0.449,0.356,0.725,33.8,18.5,4.5,2.3,33.1,0.061,"-1.4",4.2,203952,0.991,0.695,1.899,902,0.849223946784922,"F",6.00217174168178,"1-15",5.40227744981826,21,0.599894291863516
"741",2,"MIL","Jabari Parker",8,310,0.494,0.326,0.743,27.5,14.1,5.5,2,13.8,0.078,"-0.8",2.5,203953,0.874,0.381,1.723,656,0.472560975609756,"F",4.67842660953415,"1-15",4.31202007317063,20,0.366406536363519
"742",3,"PHI","Joel Embiid",9,452,0.501,0.339,0.828,31.9,27.7,11,3.7,64.9,0.216,"6.9",32.2,203954,0.92,1.653,3.458,738,0.612466124661247,"C",6.76359309948192,"1-15",5.18058806678938,21,1.58300503269254
"743",4,"ORL","Aaron Gordon",11,720,0.484,0.331,0.693,29.3,13.6,6.2,2.7,46.9,0.107,"0.3",12.5,203932,0.739,0.622,1.508,902,0.798226164079823,"F",4.8876745595272,"1-15",4.84432781908783,21,0.0433467404393708
"744",5,"UTA","Dante Exum",8,320,0.435,0.343,0.765,18.8,6.2,1.9,2.3,6.6,0.053,"-2.8",-1.2,203957,0.422,0.162,1.184,656,0.48780487804878,"G",2.63470231701373,"1-15",4.12639751013355,21,-1.49169519311982
"745",6,"BOS","Marcus Smart",11,635,0.388,0.324,0.776,29.5,10.6,3.4,4.6,34.2,0.088,"-0.4",7.7,203935,1.603,0.362,1.928,902,0.703991130820399,"G",4.74562099753831,"1-15",3.75387095989043,21,0.991750037647874
"746",7,"LAL","Julius Randle",11,710,0.471,0.334,0.753,32,19,9.1,3.8,49.6,0.105,"1",17,203944,0.711,0.404,2.866,902,0.787139689578714,"F",6.66860052244968,"1-15",4.39397812840409,21,2.3425440394696
"747",8,"SAC","Nik Stauskas",6,343,0.389,0.354,0.812,19.5,6.7,2,1.5,3.9,0.028,"-3",-1.7,203917,0.405,0.233,0.991,492,0.697154471544715,"G",2.63323159176117,"1-15",3.46277602238357,20,-0.829544430622399
"748",9,"CHO","Noah Vonleh",8,362,0.459,0.307,0.692,16.2,4.7,4.9,0.7,9.4,0.077,"-2.5",-0.7,203943,0.384,0.398,0.768,656,0.551829268292683,"F",1.70744843402239,"1-15",4.12142597603224,20,-2.41397754200985
"749",10,"PHI","Elfrid Payton",9,524,0.444,0.286,0.623,26.5,9.8,4,5.8,15.1,0.052,"-1.1",3.1,203901,1.168,0.309,2.181,738,0.710027100271003,"G",4.80914282487107,"1-15",3.85756897884724,21,0.951573846023824
"750",11,"DEN","Doug McDermott",11,697,0.47,0.411,0.804,19.5,8.6,2.1,1,21.5,0.076,"-2.1",-0.5,203926,0.209,0.09,0.627,902,0.772727272727273,"F",2.78349017231391,"1-15",2.79711748836319,20,-0.0136273160492819
"751",12,"ORL","Dario Saric",8,493,0.444,0.36,0.837,22.5,10.4,5.3,1.9,20.9,0.091,"-0.8",3.5,203967,0.564,0.197,1.465,656,0.751524390243902,"F",3.62110604488166,"1-15",2.48895296394094,19,1.13215308094071
"752",13,"MIN","Zach LaVine",11,654,0.47,0.391,0.833,32.8,20.8,4.1,4,37.3,0.083,"0.7",14.5,203897,0.888,0.283,2.69,902,0.725055432372506,"G",7.62620500245459,"1-15",3.716678058383,21,3.90952694407159
"753",14,"PHO","T.J. Warren",9,385,0.505,0.351,0.78,26.9,14.3,3.9,1.2,20.9,0.097,"-0.4",4.1,203933,0.917,0.47,0.948,738,0.521680216802168,"F",4.51081332504703,"1-15",3.25489603167226,21,1.25591729337477
"754",15,"ATL","Adreian Payne",4,107,0.406,0.254,0.68,13.1,4,2.9,0.6,-0.6,-0.019,"-5.9",-1.4,203940,0.421,0.252,0.841,328,0.326219512195122,"F",1.36955474791693,"1-15",3.12037900468881,20,-1.75082425677188
"755",16,"CHI","Jusuf Nurkic",11,590,0.501,0.285,0.667,24.3,11.8,8.8,2.5,33.2,0.111,"0.4",8.6,203994,0.953,1.107,2.208,902,0.65410199556541,"C",3.59187880135548,"16-30",3.05187191900081,18,0.540006882354669
"756",17,"BOS","James Young",4,95,0.367,0.277,0.563,8.5,2.3,1,0.3,0.8,0.046,"-3.4",-0.3,203923,0.253,0.053,0.158,328,0.289634146341463,"G",0.931208223794122,"16-30",2.90041503188993,21,-1.96920680809581
"757",18,"PHO","Tyler Ennis",4,186,0.419,0.317,0.768,12.6,4.2,1.3,1.9,1.3,0.026,"-3.4",-0.8,203898,0.527,0.097,0.919,328,0.567073170731707,"G",1.88657045073098,"16-30",2.94249623314111,19,-1.05592578241013
"758",19,"CHI","Gary Harris",11,618,0.446,0.369,0.81,27,10.4,2.3,1.8,26.8,0.077,"-1.4",2.7,203914,1.092,0.228,1.028,902,0.685144124168514,"G",3.90635934821853,"16-30",2.72321618088366,19,1.18314316733487
"759",20,"TOR","Bruno Caboclo",7,105,0.403,0.308,0.836,12.3,4.2,2.6,0.7,1.5,0.054,"-2.7",-0.2,203998,0.343,0.562,0.657,574,0.182926829268293,"F",1.52182380571402,"16-30",2.66942577373078,19,-1.14760196801675
"760",23,"UTA","Rodney Hood",8,448,0.42,0.366,0.841,24.5,10.4,2.6,1.6,17.4,0.076,"-1.2",2.2,203918,0.672,0.179,0.951,656,0.682926829268293,"G",3.87159332440802,"16-30",2.8526232644035,19,1.01897006000452
"761",24,"CHO","Shabazz Napier",6,345,0.397,0.345,0.815,17.4,7.1,1.9,2.5,8.1,0.065,"-0.7",2,203894,0.829,0.139,1.31,492,0.701219512195122,"G",2.97280860366993,"16-30",3.01275508091882,20,-0.0399464772488916
"762",25,"HOU","Clint Capela",11,664,0.617,0,0.544,26.2,12,10.5,1,69.6,0.192,"1.6",15.9,203991,0.685,1.443,1.068,902,0.736141906873614,"C",3.4365993380751,"16-30",2.46676606636341,20,0.969833271711697
"763",27,"PHO","Bogdan Bogdanovic",8,503,0.437,0.382,0.846,28.4,14.3,3.3,3.2,24.8,0.083,"0.2",7.9,203992,1.018,0.256,1.455,656,0.766768292682927,"G",5.50936459526224,"16-30",2.75816560979671,18,2.75119898546554
"764",28,"LAC","C.J. Wilcox",3,66,0.37,0.333,0.813,5.7,2,0.5,0.5,0.1,0.007,"-4.3",-0.2,NA,0.197,0.045,0.182,246,0.268292682926829,"G",0.824798391628902,"16-30",2.42838908895637,17,-1.60359069732747
"765",29,"OKC","Josh Huestis",3,76,0.346,0.312,0.24,14.1,2.5,2.4,0.3,0.7,0.03,"-3.5",-0.4,203962,0.211,0.632,0.382,246,0.308943089430894,"G",1.19049711943746,"16-30",1.86228316485971,16,-0.671786045422244
"766",30,"SAS","Kyle Anderson",11,714,0.478,0.34,0.716,21.5,6.8,4.3,2.8,39.4,0.123,"1.7",14.5,203937,0.983,0.618,1.004,902,0.791574279379157,"F",3.03771428157169,"16-30",2.5273441285607,13,0.510370153010982
"767",32,"PHI","K.J. McDaniels",3,148,0.412,0.29,0.776,14.1,5.3,2.2,0.6,1.3,0.03,"-2.8",-0.4,NA,0.473,0.635,1.02,246,0.601626016260163,"G",2.0505063222179,"31-60",2.19624475321621,11,-0.145738430998304
"768",33,"CLE","Joe Harris",10,504,0.479,0.436,0.771,24.4,10.3,3,1.6,23.1,0.09,"-0.7",4.1,203925,0.478,0.188,1.036,820,0.614634146341463,"G",3.87003285861012,"31-60",1.91168645371807,12,1.95834640489206
"769",35,"UTA","Jarnell Stokes",3,28,0.581,0,0.531,5.4,2.4,1.4,0.3,0.6,0.202,"0.1",0.1,203950,0.25,0.179,0.25,246,0.113821138211382,"F",0.824490196475171,"31-60",2.27861211179468,12,-1.45412191531951
"770",36,"MIL","Johnny O'Bryant",4,147,0.402,0.36,0.663,11.5,3.5,2.4,0.5,0.2,0.006,"-6.2",-1.8,NA,0.218,0.129,0.524,328,0.448170731707317,"F",1.20720395618461,"31-60",1.85651999136716,11,-0.649316035182549
"771",38,"DET","Spencer Dinwiddie",11,621,0.414,0.333,0.796,27.7,13,3,5.1,36,0.1,"-0.1",8.1,203915,0.721,0.269,1.622,902,0.688470066518847,"G",5.50191212803378,"31-60",2.46860903017935,15,3.03330309785443
"772",39,"PHI","Jerami Grant",11,719,0.449,0.364,0.753,27.9,13.1,3.9,1.6,36.6,0.088,"-0.5",7.8,203924,0.694,1.049,1.314,902,0.797117516629712,"F",4.35759182430945,"31-60",2.5674822870241,11,1.79010953728535
"773",40,"MIN","Glenn Robinson III",7,304,0.457,0.373,0.779,17.4,5.9,2.6,0.8,7.9,0.071,"-1.7",0.4,203922,0.49,0.191,0.51,574,0.529616724738676,"F",2.00495129100608,"31-60",3.2073762089899,12,-1.20242491798382
"774",41,"DEN","Nikola Jokic",10,745,0.56,0.36,0.824,31.7,21.8,10.9,7.2,128,0.26,"10.3",73.3,203999,1.307,0.737,2.996,820,0.908536585365854,"C",7.09267675889949,"31-60",3.19333533101523,8,3.89934142788426
"775",44,"MIN","Markel Brown",3,113,0.38,0.295,0.781,15.9,5.2,2.1,1.2,1.1,0.029,"-2.9",-0.4,203900,0.611,0.239,0.735,246,0.459349593495935,"G",2.15861142972944,"31-60",1.97812928852759,8,0.180482141201849
"776",45,"CHO","Dwight Powell",11,705,0.604,0.294,0.736,17.8,6.7,4.2,1,47.9,0.183,"0.8",9,203939,0.596,0.441,0.668,902,0.78159645232816,"F",2.37238261767992,"31-60",2.582195029983,9,-0.209812412303081
"777",46,"WAS","Jordan Clarkson",11,753,0.436,0.336,0.829,27.7,16,3.4,2.9,24,0.055,"-0.9",5.5,203903,0.822,0.158,1.9,902,0.834811529933481,"G",5.889274603726,"31-60",3.07973834266132,7,2.80953626106469
"778",51,"NYK","Thanasis Antetokounmpo",6,198,0.509,0.143,0.529,7.7,2.4,1.6,0.6,1.9,0.059,"-4.3",-0.9,203648,0.283,0.172,0.54,492,0.402439024390244,"F",0.906406048500854,"31-60",1.87640746106345,4,-0.970001412562596
"779",58,"SAS","Jordan McRae",4,123,0.417,0.355,0.772,13.8,6.9,1.8,1.4,1.7,0.048,"-2.1",0,203895,0.366,0.244,0.707,328,0.375,"G",2.66624013984,"31-60",1.67734968765244,4,0.988890452187562
"780",1,"MIN","Karl-Anthony Towns",10,645,0.524,0.4,0.837,34.1,23.1,11.1,3.2,85.1,0.186,"4.4",35.3,1626157,0.833,1.214,2.769,820,0.786585365853659,"C",5.8933074365508,"1-15",5.40227744981826,21,0.491029986732546
"781",2,"LAL","D'Angelo Russell",10,629,0.427,0.365,0.796,29.8,17.3,3.4,5.7,26.5,0.068,"0.6",12.4,1626156,1.073,0.332,2.677,820,0.767073170731707,"G",6.91405787478898,"1-15",4.31202007317063,20,2.60203780161835
"782",3,"PHI","Jahlil Okafor",7,248,0.542,0.222,0.676,19.5,10.3,4.7,0.9,7.2,0.071,"-2",0,1626143,0.294,0.786,1.399,574,0.43205574912892,"C",2.42367625485593,"1-15",5.18058806678938,21,-2.75691181193345
"783",4,"NYK","Kristaps Porzingis",9,501,0.461,0.366,0.829,30.8,19.6,7.8,1.8,48,0.15,"2.7",18.1,204001,0.739,1.852,1.689,738,0.678861788617886,"F",6.43739884129027,"1-15",4.84432781908783,21,1.59307102220244
"784",5,"ORL","Mario Hezonja",5,330,0.417,0.319,0.812,18.5,6.9,3.1,1.3,3.2,0.025,"-2.8",-1.2,1626209,0.736,0.242,1.124,410,0.804878048780488,"F",2.40676436029571,"1-15",4.12639751013355,21,-1.71963314983785
"785",6,"SAC","Willie Cauley-Stein",7,422,0.544,0.188,0.612,22,8.7,5.9,1.4,23.3,0.121,"-0.1",4.4,1626161,0.827,0.794,0.91,574,0.735191637630662,"C",2.55031821025746,"1-15",3.75387095989043,21,-1.20355274963297
"786",7,"DEN","Emmanuel Mudiay",6,302,0.401,0.323,0.744,23.8,10.9,2.9,3.8,-0.2,-0.001,"-3.2",-2.2,1626144,0.712,0.291,2.219,492,0.613821138211382,"G",4.46964681377517,"1-15",4.39397812840409,21,0.143590330795088
"787",8,"DET","Stanley Johnson",8,449,0.391,0.305,0.748,19.8,6.2,3.1,1.5,6.9,0.037,"-2.7",-1.6,1626169,0.853,0.236,1.069,656,0.684451219512195,"F",2.28927823908068,"1-15",3.46277602238357,20,-1.17349778330289
"788",9,"CHO","Frank Kaminsky",8,413,0.43,0.349,0.746,19.8,8.8,3.8,1.6,15.9,0.094,"-0.2",3.7,1626163,0.421,0.354,0.76,656,0.629573170731707,"F",3.13289588268498,"1-15",4.12142597603224,20,-0.988530093347264
"789",10,"MIA","Justise Winslow",8,344,0.412,0.315,0.638,25.9,8.2,5.1,2.6,8.2,0.044,"-2.1",-0.3,1626159,0.892,0.398,1.453,656,0.524390243902439,"F",3.28187687894654,"1-15",3.85756897884724,21,-0.575692099900705
"790",11,"IND","Myles Turner",10,642,0.499,0.362,0.771,28.7,14.1,6.8,1.3,48.7,0.127,"0.8",13,1626167,0.717,2.243,1.45,820,0.782926829268293,"C",3.55423480235002,"1-15",2.79711748836319,20,0.757117313986833
"791",12,"UTA","Trey Lyles",10,650,0.441,0.347,0.741,18.4,7.6,4.3,1.1,22,0.088,"-1",3,1626168,0.4,0.352,0.795,820,0.792682926829268,"F",2.63241630612944,"1-15",2.48895296394094,19,0.143463342188494
"792",13,"PHO","Devin Booker",10,673,0.464,0.354,0.873,34.4,24.4,4,5.2,51.5,0.107,"1.1",17.9,1626164,0.88,0.288,3.122,820,0.820731707317073,"G",8.94656887193876,"1-15",3.716678058383,21,5.22989081355576
"793",14,"OKC","Cameron Payne",10,477,0.419,0.368,0.836,17.5,7.8,2,3.2,13.9,0.08,"-0.6",3,1626166,0.633,0.205,1.105,820,0.581707317073171,"G",3.3823333098681,"1-15",3.25489603167226,21,0.127437278195834
"794",15,"ATL","Kelly Oubre Jr.",10,655,0.438,0.325,0.751,27.1,13.3,4.6,1.1,24.8,0.067,"-1.9",0.6,1626162,1.067,0.513,1.139,820,0.798780487804878,"F",4.20408674566707,"1-15",3.12037900468881,20,1.08370774097826
