"","Pick","Team","Player","Years","GamesPlayed","FGPercent","ThreePointPercent","FreeThrowPercent","MPG","PTS","TRB","AST","WS","WS/48","BPM","VORP","NBAID","STL","BLK","TOV","MaxGames","AvailabilityScore","Position","PerformanceScore","DraftBin","ExpectedScore","Count","FinalScore"
"251",27,"MEM","Jamaal Tinsley",11,547,0.393,0.299,0.716,26.4,8.5,2.9,6.1,17.2,0.057,"0",7.1,2224,1.419,0.283,2.514,902,0.606430155210643,"G",4.32639703184416,"16-30",2.75816560979671,18,1.56823142204745
"252",28,"SAS","Tony Parker",18,1254,0.491,0.324,0.751,30.5,15.5,2.7,5.6,111.3,0.14,"1.1",30.1,2225,0.84,0.078,2.285,1476,0.849593495934959,"G",6.25836087760403,"16-30",2.42838908895637,17,3.82997178864766
"253",30,"CHI","Trenton Hassell",9,644,0.445,0.318,0.765,25.3,5.8,2.8,1.8,13.8,0.041,"-2.9",-3.7,2239,0.438,0.422,0.927,738,0.872628726287263,"F",2.32536075830031,"16-30",2.5273441285607,13,-0.201983370260396
"254",31,"GSW","Gilbert Arenas",11,552,0.421,0.351,0.803,35.1,20.7,3.9,5.3,51.3,0.127,"2.6",22.3,2240,1.601,0.243,3.159,902,0.611973392461197,"G",7.88093095101992,"31-60",2.89122383043389,15,4.98970712058603
"255",34,"ATL","Terence Morris",3,139,0.407,0.196,0.711,13.9,3.4,2.7,0.7,1,0.025,"-2.8",-0.4,2242,0.252,0.353,0.583,246,0.565040650406504,"F",1.2848810651151,"31-60",2.17911092621254,12,-0.894229861097442
"256",35,"NJN","Brian Scalabrine",11,520,0.39,0.344,0.783,13,3.1,2,0.8,7.6,0.054,"-2.7",-1.2,2243,0.302,0.233,0.656,902,0.57649667405765,"F",1.18999531556386,"31-60",2.27861211179468,12,-1.08861679623082
"257",36,"CLE","Jeff Trepagnier",3,31,0.337,0.462,0.7,8.7,2.8,1.4,0.7,-0.2,-0.038,"-2.8",-0.1,2244,0.613,0.129,0.806,246,0.126016260162602,"G",1.19861096482044,"31-60",1.85651999136716,11,-0.65790902654672
"258",37,"PHI","Damone Brown",4,39,0.336,0.286,0.667,9,2.8,1.3,0.5,-0.7,-0.1,"-8.6",-0.6,2245,0.128,0.179,0.795,328,0.11890243902439,"G",1.10301410050437,"31-60",2.12535211082682,11,-1.02233801032246
"259",38,"DET","Mehmet Okur",10,634,0.458,0.375,0.797,29.1,13.5,7,1.7,54.7,0.142,"1.1",14.5,2246,0.519,0.715,1.563,820,0.773170731707317,"C",3.46153526618361,"31-60",2.46860903017935,15,0.992926236004258
"260",40,"SEA","Earl Watson",13,878,0.411,0.324,0.703,22.2,6.4,2.3,4.4,19.2,0.047,"-1.4",2.8,2248,0.994,0.2,1.763,1066,0.823639774859287,"G",3.24594651537189,"31-60",3.2073762089899,12,0.0385703063819869
"261",41,"IND","Jamison Brewer",4,54,0.372,0.25,0.393,8.7,1.6,0.9,1,0,-0.001,"-2.4",0,2249,0.352,0.037,0.593,328,0.164634146341463,"G",0.829128413488122,"31-60",3.19333533101523,8,-2.36420691752711
"262",42,"SEA","Bobby Simmons",10,466,0.437,0.396,0.823,24.7,9,3.8,1.5,20.1,0.084,"-0.7",3.6,2250,0.85,0.178,1.12,820,0.568292682926829,"F",3.0782501535789,"31-60",2.5964683618649,8,0.481781791714006
"263",46,"MIN","Loren Woods",6,215,0.419,0.143,0.642,11.3,2.6,3.2,0.3,3.1,0.062,"-2.5",-0.3,2254,0.256,0.595,0.642,492,0.436991869918699,"C",0.86030059761678,"31-60",3.07973834266132,7,-2.21943774504454
"264",50,"POR","Ruben Boumtje-Boumtje",3,44,0.368,0,0.556,6.3,1,1.3,0.1,0.2,0.027,"-5.4",-0.2,2257,0.091,0.386,0.318,246,0.178861788617886,"C",0.349355213578268,"31-60",1.66187974544003,7,-1.31252453186176
"265",51,"PHO","Alton Ford",3,73,0.507,0,0.697,7.2,2.5,1.7,0.2,0.8,0.074,"-6.4",-0.6,2228,0.082,0.11,0.507,246,0.296747967479675,"F",0.784020031518195,"31-60",1.87640746106345,4,-1.09238742954525
"266",53,"UTA","Jarron Collins",10,542,0.455,0,0.699,15.8,3.9,2.9,0.8,15.7,0.088,"-3.1",-2.5,2260,0.255,0.181,0.616,820,0.660975609756098,"C",1.20324563209934,"31-60",1.70661382488415,6,-0.503368192784812
"267",1,"HOU","Yao Ming",8,486,0.524,0.2,0.833,32.5,19,9.2,1.6,65.9,0.2,"3.2",20.7,2397,0.389,1.893,2.698,656,0.740853658536585,"C",4.48373114396805,"1-15",5.40227744981826,21,-0.918546305850212
"268",3,"GSW","Mike Dunleavy",15,986,0.441,0.377,0.803,27.7,11.2,4.3,2.2,58.5,0.103,"0.3",15.7,2399,0.729,0.329,1.388,1230,0.801626016260163,"G",4.4536947186349,"1-15",5.18058806678938,21,-0.726893348154477
"269",4,"MEM","Drew Gooden",14,790,0.462,0.257,0.76,25.5,11,7.1,1.1,43.9,0.105,"-1.2",4.3,2400,0.689,0.6,1.466,1148,0.68815331010453,"F",3.61518952398757,"1-15",4.84432781908783,21,-1.22913829510026
"270",5,"DEN","Nikoloz Tskitishvili",4,172,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039,"-6.1",-2,2401,0.267,0.291,0.733,328,0.524390243902439,"F",1.08428538084054,"1-15",4.12639751013355,21,-3.04211212929302
"271",6,"CLE","Dajuan Wagner",4,103,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0,0,"-4.9",-1.6,2402,0.67,0.136,1.32,328,0.314024390243902,"G",3.43262174880566,"1-15",3.75387095989043,21,-0.321249211084775
"272",7,"NYK","Nene",17,965,0.548,0.132,0.66,26.2,11.3,6,1.8,73.3,0.139,"1",18.8,2403,1.079,0.747,1.749,1394,0.692252510760402,"C",3.00589915499541,"1-15",4.39397812840409,21,-1.32015732798468
"273",8,"LAC","Chris Wilcox",11,628,0.541,0,0.643,19.9,8.2,4.9,0.7,26.9,0.103,"-1.6",1.2,2404,0.513,0.392,1.123,902,0.696230598669623,"F",2.62427700053504,"1-15",3.46277602238357,20,-0.838499021848525
"274",9,"PHO","Amar'e Stoudemire",14,846,0.537,0.236,0.761,31,18.9,7.8,1.2,92.5,0.169,"1.3",21.9,2405,0.752,1.246,2.309,1148,0.736933797909408,"F",5.84725276344464,"1-15",4.12142597603224,20,1.7258267874124
"275",10,"MIA","Caron Butler",14,881,0.434,0.348,0.847,32.2,14.1,5,2.3,50.9,0.086,"-0.2",12.6,2406,1.32,0.245,1.809,1148,0.767421602787456,"F",4.74514251526781,"1-15",3.85756897884724,21,0.88757353642057
"276",11,"WAS","Jared Jeffries",11,629,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046,"-2.4",-1.5,2407,0.692,0.514,1.072,902,0.697339246119734,"F",1.8993080944938,"1-15",2.79711748836319,20,-0.897809393869395
"277",12,"LAC","Melvin Ely",9,375,0.46,0,0.625,16,5.3,3.2,0.7,4,0.032,"-4",-3.1,2408,0.264,0.557,1.045,738,0.508130081300813,"C",1.39186218312151,"1-15",2.48895296394094,19,-1.09709078081943
"278",13,"MIL","Marcus Haislip",4,89,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026,"-4.7",-0.6,2409,0.169,0.382,0.438,328,0.271341463414634,"F",1.11186895511522,"1-15",3.716678058383,21,-2.60480910326778
"279",14,"IND","Fred Jones",7,430,0.411,0.353,0.809,24,7.5,2.2,2.3,16.5,0.077,"-1",2.6,2410,0.781,0.267,1.188,574,0.749128919860627,"G",3.10584852377091,"1-15",3.25489603167226,21,-0.149047507901353
"280",15,"HOU","Bostjan Nachbar",6,317,0.406,0.375,0.784,17.8,7.1,2.6,0.9,8.7,0.074,"-1.6",0.6,2411,0.426,0.265,0.883,492,0.644308943089431,"F",2.33444564760734,"1-15",3.12037900468881,20,-0.785933357081471
"281",16,"PHI","Jiri Welsch",4,247,0.403,0.343,0.752,18.6,6.1,2.4,1.5,5.7,0.059,"-1.9",0.1,2412,0.757,0.061,1.061,328,0.753048780487805,"F",2.21433501668632,"16-30",3.05187191900081,18,-0.837536902314495
"282",17,"WAS","Juan Dixon",7,436,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034,"-2.1",-0.3,2413,0.782,0.078,1.266,574,0.759581881533101,"G",3.19042749783,"16-30",2.90041503188993,21,0.290012465940062
"283",19,"UTA","Ryan Humphrey",3,85,0.344,0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027,"-8.1",-1.2,2415,0.235,0.224,0.565,246,0.345528455284553,"F",0.753861749585268,"16-30",2.72321618088366,19,-1.96935443129839
"284",20,"TOR","Kareem Rush",7,346,0.4,0.358,0.703,17.2,6.4,1.7,1,1.7,0.013,"-3.2",-1.8,2416,0.434,0.214,0.861,574,0.602787456445993,"G",2.39090138119569,"16-30",2.66942577373078,19,-0.278524392535089
"285",21,"POR","Qyntel Woods",4,167,0.452,0.357,0.603,12.3,4.1,2.3,0.6,1.4,0.032,"-2.7",-0.4,2417,0.425,0.168,0.826,328,0.509146341463415,"F",1.37076728011195,"16-30",3.55641440446149,15,-2.18564712434954
"286",22,"PHO","Casey Jacobsen",4,287,0.393,0.352,0.769,18.5,5.2,1.8,1.1,6.2,0.056,"-2.2",-0.3,2418,0.422,0.084,0.732,328,0.875,"G",2.074673049741,"16-30",2.46886810084039,17,-0.394195051099389
"287",23,"DET","Tayshaun Prince",14,1017,0.455,0.367,0.756,31,11.1,4.3,2.4,63.1,0.096,"0.3",18,2419,0.561,0.492,1.046,1148,0.88588850174216,"F",4.06501201059513,"16-30",2.8526232644035,19,1.21238874619163
"288",24,"NJN","Nenad Krstic",7,419,0.494,0.143,0.73,25.2,10,5.4,0.8,21.5,0.098,"-2.6",-1.5,2420,0.387,0.683,1.186,574,0.729965156794425,"C",2.43066210213592,"16-30",3.01275508091882,20,-0.582092978782902
"289",25,"DEN","Frank Williams",3,86,0.352,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003,"-3.2",-0.3,2421,0.395,0.128,0.965,246,0.349593495934959,"G",1.42844509272202,"16-30",2.46676606636341,20,-1.03832097364138
"290",26,"SAS","John Salmons",13,895,0.431,0.366,0.799,26.4,9.3,2.9,2.4,33.9,0.069,"-0.9",6.7,2422,0.845,0.267,1.324,1066,0.839587242026266,"F",3.4438039234274,"16-30",2.63290018518975,17,0.810903738237648
"291",28,"SAC","Dan Dickau",6,300,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,0.061,"-1.5",0.6,2424,0.547,0.037,1.08,492,0.609756097560976,"G",2.51037608668641,"16-30",2.42838908895637,17,0.0819869977300463
"292",31,"CHI","Roger Mason",10,518,0.408,0.383,0.866,17.7,6.3,1.7,1.3,13,0.068,"-1.4",1.4,NA,0.365,0.145,0.714,820,0.631707317073171,"G",2.4452346823261,"31-60",2.89122383043389,15,-0.44598914810779
"293",34,"MIL","Dan Gadzuric",10,527,0.5,0,0.498,14.8,4.7,4.4,0.4,15.8,0.097,"-2.3",-0.7,2429,0.459,0.85,0.677,820,0.642682926829268,"C",1.38755326998644,"31-60",2.17911092621254,12,-0.7915576562261
"294",35,"CLE","Carlos Boozer",13,861,0.521,0.071,0.722,31.2,16.2,9.5,2.2,80.3,0.143,"1.4",23.1,2430,0.889,0.402,2.118,1066,0.807692307692308,"F",5.42259235781238,"31-60",2.27861211179468,12,3.1439802460177
"295",42,"MIL","Ronald Murray",8,487,0.414,0.304,0.725,22.7,9.9,2.1,2.3,8.5,0.037,"-2.2",-0.5,NA,0.83,0.205,1.524,656,0.742378048780488,"G",3.77357951295871,"31-60",2.5964683618649,8,1.17711115109381
"296",44,"CHI","Lonny Baxter",4,162,0.466,0.2,0.657,11.6,3.9,2.9,0.2,2.9,0.075,"-4.6",-1.2,2437,0.228,0.364,0.667,328,0.49390243902439,"F",1.23762511140837,"31-60",1.97812928852759,8,-0.740504177119224
"297",46,"MEM","Matt Barnes",14,929,0.436,0.335,0.745,23.6,8.2,4.6,1.8,42.8,0.093,"-0.1",10.7,2440,0.769,0.478,1.262,1148,0.809233449477352,"F",3.01744199278016,"31-60",3.07973834266132,7,-0.0622963498811555
"298",47,"UTA","Jamal Sampson",5,72,0.491,0,0.537,8.8,2,3.4,0.4,1.4,0.106,"-2.3",-0.1,2441,0.125,0.444,0.458,410,0.175609756097561,"F",0.829714623415463,"31-60",2.51722662741152,9,-1.68751200399605
"299",50,"BOS","Darius Songaila",8,495,0.499,0.158,0.844,18.6,6.9,3.4,1.2,15.9,0.083,"-2.1",-0.2,2443,0.655,0.214,0.982,656,0.754573170731707,"F",2.39255734289298,"31-60",1.66187974544003,7,0.730677597452944
"300",53,"MIA","Rasual Butler",13,809,0.403,0.362,0.747,21.3,7.5,2.4,0.8,20.8,0.058,"-1.4",2.6,2446,0.356,0.504,0.653,1066,0.75891181988743,"F",2.46997376405631,"31-60",1.70661382488415,6,0.763359939172158
"301",54,"NJN","Tamar Slay",3,66,0.361,0.265,0.538,7.8,2.6,1.1,0.5,-0.3,-0.029,"-5.7",-0.5,2447,0.394,0.061,0.591,246,0.268292682926829,"G",1.0456394151079,"31-60",1.67500279338165,3,-0.629363378273748
"302",56,"SAS","Luis Scola",10,743,0.493,0.339,0.74,25.6,12,6.7,1.6,45.7,0.115,"-0.7",6.4,2449,0.638,0.301,1.509,820,0.90609756097561,"F",4.01655309422263,"31-60",2.65875788897852,5,1.35779520524412
"303",1,"CLE","LeBron James",22,1562,0.506,0.349,0.737,37.8,27,7.5,7.4,271.4,0.221,"8.5",156.6,2544,1.502,0.736,3.503,1804,0.865853658536585,"F",10.1055982154601,"1-15",5.40227744981826,21,4.70332076564179
"304",2,"DET","Darko Milicic",10,468,0.46,0,0.574,18.5,6,4.2,0.9,7.1,0.04,"-2.4",-0.9,2545,0.44,1.31,1.224,820,0.570731707317073,"C",1.72617351428776,"1-15",4.31202007317063,20,-2.58584655888287
"305",3,"DEN","Carmelo Anthony",19,1260,0.447,0.355,0.814,34.5,22.5,6.2,2.7,108.5,0.12,"1.3",36.7,2546,0.971,0.511,2.422,1558,0.808729139922978,"F",7.21961957184485,"1-15",5.18058806678938,21,2.03903150505547
"306",4,"TOR","Chris Bosh",13,893,0.494,0.335,0.799,35.8,19.2,8.5,2,106,0.159,"1.9",31.1,2547,0.817,1.044,2.024,1066,0.837711069418386,"F",6.26165796594528,"1-15",4.84432781908783,21,1.41733014685745
"307",5,"MIA","Dwyane Wade",16,1054,0.48,0.293,0.765,33.9,22,4.7,5.4,120.7,0.162,"5",62.8,2548,1.537,0.84,3.156,1312,0.803353658536585,"G",8.45197355575305,"1-15",4.12639751013355,21,4.3255760456195
"308",6,"LAC","Chris Kaman",13,735,0.489,0.042,0.743,26.7,11.2,7.6,1.3,24.6,0.06,"-1.9",0.4,2549,0.438,1.267,2.101,1066,0.689493433395872,"C",2.94246071030794,"1-15",3.75387095989043,21,-0.811410249582495
"309",7,"CHI","Kirk Hinrich",13,879,0.411,0.375,0.8,30.7,10.9,2.9,4.8,52.5,0.093,"0",13.3,2550,1.106,0.276,1.84,1066,0.824577861163227,"G",4.78933741468745,"1-15",4.39397812840409,21,0.463280931707366
"310",8,"MIL","T.J. Ford",8,429,0.433,0.289,0.815,27.7,11.2,3.1,5.8,16.9,0.068,"-0.4",4.6,2551,1.156,0.128,2.441,656,0.653963414634146,"G",5.07202006484251,"1-15",3.46277602238357,20,1.60924404245894
"311",9,"NYK","Mike Sweetney",4,233,0.485,0,0.689,15.5,6.5,4.5,0.6,7.8,0.103,"-2.7",-0.6,NA,0.313,0.459,1.189,328,0.710365853658537,"C",1.65610405476688,"1-15",4.12142597603224,20,-2.46532192126536
"312",10,"WAS","Jarvis Hayes",7,427,0.415,0.356,0.798,23.2,8.3,3.1,1.1,10.2,0.049,"-2.5",-1.3,2553,0.731,0.131,0.876,574,0.74390243902439,"F",2.74224351296237,"1-15",3.85756897884724,21,-1.11532546588488
"313",11,"GSW","Mickael Pietrus",10,557,0.425,0.355,0.665,21.5,8.3,3.1,0.8,19.7,0.079,"-0.9",3.2,2554,0.666,0.413,1.034,820,0.679268292682927,"F",2.64915596080524,"1-15",2.79711748836319,20,-0.147961527557947
"314",12,"SEA","Nick Collison",14,910,0.534,0.208,0.723,20.4,5.9,5.2,1,44.5,0.115,"-1.3",3.1,2555,0.49,0.515,0.965,1148,0.792682926829268,"F",2.15162063131244,"1-15",2.48895296394094,19,-0.337332332628505
"315",13,"MEM","Marcus Banks",8,348,0.432,0.327,0.768,16,5.9,1.5,2.1,6.6,0.057,"-2",-0.1,2556,0.764,0.164,1.253,656,0.530487804878049,"G",2.46008934079317,"1-15",3.716678058383,21,-1.25658871758983
"316",14,"SEA","Luke Ridnour",12,830,0.431,0.349,0.862,26.1,9.3,2.3,4.5,36,0.08,"-0.6",7.5,2557,0.981,0.194,1.625,984,0.84349593495935,"G",4.16378688098239,"1-15",3.25489603167226,21,0.908890849310127
"317",15,"ORL","Reece Gaines",3,71,0.324,0.269,0.606,8.5,1.7,0.7,0.7,-0.6,-0.049,"-6.1",-0.6,2558,0.239,0.042,0.366,246,0.288617886178862,"G",0.785059264832683,"1-15",3.12037900468881,20,-2.33531973985613
"318",17,"PHO","Zarko Cabarkapa",3,150,0.427,0.273,0.733,10.3,4.3,2.1,0.6,1.1,0.035,"-3.9",-0.7,2560,0.22,0.167,0.793,246,0.609756097560976,"F",1.42378734555141,"16-30",2.90041503188993,21,-1.47662768633852
"319",18,"NOH","David West",15,1034,0.495,0.265,0.817,28.2,13.6,6.4,2.2,85.8,0.141,"1.7",27.6,2561,0.739,0.822,1.605,1230,0.840650406504065,"F",4.72839236201356,"16-30",2.94249623314111,19,1.78589612887246
"320",19,"UTA","Sasha Pavlovic",10,567,0.404,0.346,0.673,15.7,4.9,1.8,0.9,7,0.038,"-3.4",-3.1,2562,0.48,0.173,0.811,820,0.691463414634146,"G",1.93286094158451,"16-30",2.72321618088366,19,-0.79035523929915
"321",20,"BOS","Dahntay Jones",13,624,0.439,0.329,0.751,15.7,5.4,1.7,0.8,9.9,0.048,"-3.7",-4.1,2563,0.418,0.231,0.812,1066,0.585365853658537,"G",2.04699190360788,"16-30",2.66942577373078,19,-0.622433870122901
"322",21,"ATL","Boris Diaw",14,1064,0.493,0.336,0.717,27,8.6,4.4,3.5,51.6,0.086,"0.1",15.5,2564,0.609,0.479,1.783,1148,0.926829268292683,"C",3.01362735949239,"16-30",3.55641440446149,15,-0.542787044969104
"323",22,"NJN","Zoran Planinic",3,148,0.405,0.289,0.677,10.7,3.8,1.3,1.1,1.5,0.046,"-3.5",-0.6,2565,0.392,0.047,0.811,246,0.601626016260163,"G",1.5648831452589,"16-30",2.46886810084039,17,-0.903984955581487
"324",23,"POR","Travis Outlaw",11,622,0.423,0.337,0.744,20.9,8.5,3.2,0.8,16.5,0.061,"-1.4",2.1,2566,0.532,0.613,0.823,902,0.689578713968958,"F",2.76691805179753,"16-30",2.8526232644035,19,-0.0857052126059705
"325",24,"LAL","Brian Cook",9,421,0.439,0.382,0.783,13.4,5.5,2.6,0.6,10.2,0.086,"-1.6",0.5,2567,0.321,0.318,0.599,738,0.570460704607046,"C",1.39003184970311,"16-30",3.01275508091882,20,-1.62272323121571
"326",25,"DET","Carlos Delfino",8,507,0.401,0.365,0.758,22.8,8.1,3.6,1.7,22.5,0.093,"0.5",7.2,2568,0.909,0.174,1.004,656,0.772865853658537,"G",3.34399184144488,"16-30",2.46676606636341,20,0.877225775081471
"327",27,"MEM","Kendrick Perkins",14,782,0.53,0,0.594,21.9,5.4,5.8,1,27.9,0.078,"-1.9",0.6,2570,0.336,1.155,1.577,1148,0.681184668989547,"C",1.75693518091384,"16-30",2.75816560979671,18,-1.00123042888287
"328",28,"SAS","Leandro Barbosa",14,850,0.459,0.387,0.821,21.6,10.6,2,2.1,37.4,0.098,"-0.2",8.6,2571,0.815,0.142,1.248,1148,0.740418118466899,"G",3.950599674588,"16-30",2.42838908895637,17,1.52221058563164
"329",29,"DAL","Josh Howard",10,507,0.448,0.332,0.77,30.3,14.3,5.7,1.6,38,0.119,"0.6",10,2572,1.045,0.544,1.426,820,0.618292682926829,"F",4.6642465670929,"16-30",1.86228316485971,16,2.8019634022332
"330",30,"NYK","Maciej Lampe",3,64,0.407,0.25,0.676,9.9,3.4,2.2,0.3,-0.2,-0.014,"-7",-0.8,2573,0.125,0.156,0.547,246,0.260162601626016,"F",1.09463142163939,"16-30",2.5273441285607,13,-1.43271270692131
"331",31,"CLE","Jason Kapono",9,509,0.442,0.434,0.835,17.8,6.7,1.7,0.8,10.3,0.055,"-2.6",-1.3,2574,0.354,0.049,0.642,738,0.68970189701897,"F",2.16038307259628,"31-60",2.89122383043389,15,-0.730840757837603
"332",32,"LAL","Luke Walton",10,564,0.429,0.326,0.715,17.2,4.7,2.8,2.3,13.5,0.067,"-1",2.5,2575,0.555,0.181,1.059,820,0.68780487804878,"F",2.14512205813073,"31-60",2.19624475321621,11,-0.0511226950854748
"333",38,"WAS","Steve Blake",13,870,0.401,0.383,0.779,23.9,6.5,2.1,4,29.1,0.067,"-1.2",4.2,2581,0.675,0.072,1.405,1066,0.816135084427767,"G",3.16012059770942,"31-60",2.46860903017935,15,0.691511567530066
"334",41,"SEA","Willie Green",12,731,0.425,0.346,0.765,20.2,8.3,1.8,1.4,12.9,0.042,"-2.7",-2.7,2584,0.538,0.148,0.964,984,0.742886178861789,"G",3.06888649787193,"31-60",3.19333533101523,8,-0.124448833143306
"335",42,"ORL","Zaza Pachulia",16,1098,0.469,0,0.751,20.3,6.8,5.8,1.3,52.7,0.114,"-1.5",2.9,2585,0.699,0.344,1.315,1312,0.836890243902439,"C",2.07278512047854,"31-60",2.5964683618649,8,-0.52368324138636
"336",43,"MIL","Keith Bogans",11,671,0.394,0.353,0.716,21.6,6.3,2.7,1.3,20.4,0.068,"-1.5",1.9,2586,0.639,0.101,0.855,902,0.74390243902439,"G",2.57366098584337,"31-60",2.84208748490106,13,-0.268426499057699
"337",45,"CHI","Matt Bonner",12,792,0.464,0.414,0.78,16.9,5.8,3,0.7,38.5,0.138,"1",10.1,2588,0.36,0.269,0.378,984,0.804878048780488,"C",1.55411267691171,"31-60",2.582195029983,9,-1.0280823530713
"338",47,"UTA","Mo Williams",13,818,0.434,0.378,0.871,29.2,13.2,2.8,4.9,40,0.08,"-0.3",10,2590,0.881,0.148,2.26,1066,0.767354596622889,"G",5.42160188952434,"31-60",2.51722662741152,9,2.90437526211283
"339",49,"IND","James Jones",14,709,0.401,0.401,0.84,15.7,5.2,1.8,0.5,25.2,0.109,"-0.1",5.4,2592,0.319,0.307,0.326,1148,0.617595818815331,"G",1.98374672729823,"31-60",1.78761050215189,8,0.196136225146345
"340",51,"NJN","Kyle Korver",17,1232,0.442,0.429,0.877,25.3,9.7,3,1.7,73.4,0.113,"0.6",20.7,2594,0.653,0.327,1.047,1394,0.883787661406026,"G",3.74423563331609,"31-60",1.87640746106345,4,1.86782817225264
"341",1,"ORL","Dwight Howard",18,1242,0.587,0.214,0.567,31.8,15.7,11.8,1.3,141.7,0.172,"1.9",39,2730,0.87,1.794,2.659,1476,0.841463414634146,"C",4.08083289075851,"1-15",5.40227744981826,21,-1.32144455905975
"342",2,"CHA","Emeka Okafor",10,616,0.512,0,0.586,30.9,12,9.7,0.8,45.3,0.114,"-0.6",6.8,2731,0.672,1.628,1.597,820,0.751219512195122,"C",3.20950506052793,"1-15",4.31202007317063,20,-1.1025150126427
"343",3,"CHI","Ben Gordon",11,744,0.432,0.401,0.857,27.4,14.9,2.5,2.5,33.3,0.078,"-0.3",8.7,2732,0.683,0.153,2.085,902,0.824833702882483,"G",5.31228859033824,"1-15",5.18058806678938,21,0.131700523548856
"344",4,"LAC","Shaun Livingston",14,833,0.486,0.178,0.794,20.6,6.3,2.4,3,29.9,0.084,"-1",4.3,2733,0.703,0.373,1.241,1148,0.725609756097561,"G",2.93641901195546,"1-15",4.84432781908783,21,-1.90790880713236
"345",5,"WAS","Devin Harris",15,985,0.432,0.325,0.796,24.3,10.8,2.2,3.9,54.9,0.11,"0.6",15.5,2734,1.013,0.197,1.708,1230,0.800813008130081,"G",4.44595237771395,"1-15",4.12639751013355,21,0.319554867580397
"346",6,"ATL","Josh Childress",8,391,0.522,0.329,0.779,26.7,9.1,4.7,1.6,25.7,0.118,"0.8",7.4,2735,0.867,0.471,1.123,656,0.596036585365854,"F",3.21456939380049,"1-15",3.75387095989043,21,-0.539301566089946
"347",7,"PHO","Luol Deng",15,902,0.456,0.332,0.769,34.3,14.8,6.1,2.3,74,0.115,"0.9",22.9,2736,0.976,0.492,1.618,1230,0.733333333333333,"F",5.03864103701,"1-15",4.39397812840409,21,0.712584554029918
"348",8,"TOR","Rafael Araujo",3,139,0.405,0.25,0.679,11.4,2.8,2.8,0.3,-0.4,-0.013,"-7.2",-2.1,2737,0.367,0.115,0.799,246,0.565040650406504,"C",0.789464351214097,"1-15",3.46277602238357,20,-2.67331167116947
"349",9,"PHI","Andre Iguodala",19,1231,0.463,0.33,0.709,32.1,11.3,4.9,4.2,100.4,0.122,"2.1",41.3,2738,1.434,0.514,1.82,1558,0.790115532734275,"G",5.06880971310001,"1-15",4.12142597603224,20,0.947383737067773
"350",10,"CLE","Luke Jackson",4,73,0.357,0.36,0.732,9.9,3.5,1.2,0.8,0.2,0.01,"-3.7",-0.3,2739,0.329,0.041,0.671,328,0.222560975609756,"F",1.23775676615415,"1-15",3.85756897884724,21,-2.61981221269309
"351",11,"GSW","Andris Biedrins",10,516,0.594,0,0.5,21.6,6.3,7,0.9,30.7,0.132,"-0.4",4.6,2740,0.641,1.124,0.928,820,0.629268292682927,"C",2.09209125862124,"1-15",2.79711748836319,20,-0.705026229741947
"352",12,"SEA","Robert Swift",4,97,0.506,0,0.61,15.5,4.3,3.9,0.2,1.7,0.054,"-3.8",-0.7,2741,0.268,0.887,0.732,328,0.295731707317073,"C",1.18595388624976,"1-15",2.48895296394094,19,-1.30299907769119
"353",13,"POR","Sebastian Telfair",10,564,0.39,0.319,0.777,21.5,7.4,1.6,3.5,5,0.02,"-3.4",-4.2,2742,0.732,0.133,1.523,820,0.68780487804878,"G",3.23623870526173,"1-15",3.716678058383,21,-0.480439353121267
"354",14,"UTA","Kris Humphries",13,800,0.463,0.293,0.7,17.8,6.7,5.4,0.7,30.3,0.102,"-1.7",1.2,2743,0.408,0.568,0.864,1066,0.75046904315197,"F",2.29493240626128,"1-15",3.25489603167226,21,-0.959963625410984
"355",15,"BOS","Al Jefferson",14,915,0.499,0.121,0.711,28.7,15.7,8.4,1.5,71,0.13,"1.2",21.3,2744,0.686,1.195,1.323,1148,0.797038327526132,"C",3.96932454295089,"1-15",3.12037900468881,20,0.848945538262081
"356",16,"UTA","Kirk Snyder",4,211,0.438,0.327,0.699,16.8,6.3,2.3,1.1,4.5,0.061,"-1.2",0.7,2745,0.408,0.327,0.976,328,0.643292682926829,"F",2.1678594950039,"16-30",3.05187191900081,18,-0.884012423996909
"357",17,"ATL","Josh Smith",13,894,0.452,0.285,0.632,32.4,14.5,7.4,3.1,51,0.084,"1.7",27.2,2746,1.211,1.916,2.457,1066,0.838649155722326,"F",5.37829416797683,"16-30",2.90041503188993,21,2.4778791360869
"358",18,"NOH","J.R. Smith",16,977,0.419,0.373,0.733,26.9,12.4,3.1,2.1,46.3,0.084,"0.2",14.7,NA,0.997,0.209,1.346,1312,0.744664634146341,"G",4.64306260686119,"16-30",2.94249623314111,19,1.70056637372009
